Gene_ID,Ensembl_ID,Gene_Name,Gene_Biotype,Gene_Length
ENSG00000260217_AC104640.1,ENSG00000260217,AC104640.1,lincRNA,2109
ENSG00000230362_ACTG1P23,ENSG00000230362,ACTG1P23,processed_pseudogene,1074
ENSG00000236357_EI24P1,ENSG00000236357,EI24P1,processed_pseudogene,867
ENSG00000271413_AC104640.2,ENSG00000271413,AC104640.2,processed_pseudogene,146
ENSG00000238026_AC117434.1,ENSG00000238026,AC117434.1,processed_pseudogene,836
ENSG00000283333_MIR7977,ENSG00000283333,MIR7977,miRNA,49
ENSG00000223715_LINC01208,ENSG00000223715,LINC01208,lincRNA,31390
ENSG00000232461_AC092920.1,ENSG00000232461,AC092920.1,lincRNA,223898
ENSG00000252302_RNA5SP147,ENSG00000252302,RNA5SP147,rRNA_pseudogene,109
ENSG00000228308_LINC01209,ENSG00000228308,LINC01209,lincRNA,2847
ENSG00000231888_MTND5P15,ENSG00000231888,MTND5P15,processed_pseudogene,349
ENSG00000177565_TBL1XR1,ENSG00000177565,TBL1XR1,protein_coding,208661
ENSG00000231310_TBL1XR1-AS1,ENSG00000231310,TBL1XR1-AS1,antisense,10519
ENSG00000201343_RF00019,ENSG00000201343,RF00019,misc_RNA,110
ENSG00000200882_RNU6-681P,ENSG00000200882,RNU6-681P,snRNA,104
ENSG00000203645_LINC00501,ENSG00000203645,LINC00501,lincRNA,28977
ENSG00000236893_ASS1P7,ENSG00000236893,ASS1P7,processed_pseudogene,1226
ENSG00000226782_AC117465.1,ENSG00000226782,AC117465.1,lincRNA,11539
ENSG00000228221_LINC00578,ENSG00000228221,LINC00578,lincRNA,310385
ENSG00000252028_RN7SKP52,ENSG00000252028,RN7SKP52,misc_RNA,250
ENSG00000236385_AC026355.2,ENSG00000236385,AC026355.2,lincRNA,6906
ENSG00000200288_RF00425,ENSG00000200288,RF00425,snoRNA,128
ENSG00000228561_AC026355.1,ENSG00000228561,AC026355.1,lincRNA,7624
ENSG00000277241_AC026355.3,ENSG00000277241,AC026355.3,processed_pseudogene,727
ENSG00000231574_LINC02015,ENSG00000231574,LINC02015,lincRNA,82360
ENSG00000225790_AC007953.1,ENSG00000225790,AC007953.1,lincRNA,2840
ENSG00000270321_AC007953.2,ENSG00000270321,AC007953.2,lincRNA,5733
ENSG00000199858_RNU6-1120P,ENSG00000199858,RNU6-1120P,snRNA,108
ENSG00000223930_AC109779.1,ENSG00000223930,AC109779.1,lincRNA,183368
ENSG00000197584_KCNMB2,ENSG00000197584,KCNMB2,protein_coding,571498
ENSG00000275163_AC117457.1,ENSG00000275163,AC117457.1,protein_coding,424178
ENSG00000223941_LINC01014,ENSG00000223941,LINC01014,sense_intronic,38109
ENSG00000252336_RNA5SP148,ENSG00000252336,RNA5SP148,rRNA_pseudogene,94
ENSG00000271131_PPIAP75,ENSG00000271131,PPIAP75,processed_pseudogene,484
ENSG00000237978_KCNMB2-AS1,ENSG00000237978,KCNMB2-AS1,antisense,333901
ENSG00000172667_ZMAT3,ENSG00000172667,ZMAT3,protein_coding,55057
ENSG00000200616_RF00019,ENSG00000200616,RF00019,misc_RNA,110
ENSG00000229102_AC076966.1,ENSG00000229102,AC076966.1,lincRNA,46608
ENSG00000121879_PIK3CA,ENSG00000121879,PIK3CA,protein_coding,91980
ENSG00000201957_RF00402,ENSG00000201957,RF00402,snoRNA,128
ENSG00000171121_KCNMB3,ENSG00000171121,KCNMB3,protein_coding,30312
ENSG00000240429_LRRFIP1P1,ENSG00000240429,LRRFIP1P1,processed_pseudogene,2246
ENSG00000121864_ZNF639,ENSG00000121864,ZNF639,protein_coding,15593
ENSG00000260743_AC007823.1,ENSG00000260743,AC007823.1,lincRNA,1566
ENSG00000171109_MFN1,ENSG00000171109,MFN1,protein_coding,47240
ENSG00000114450_GNB4,ENSG00000114450,GNB4,protein_coding,55502
ENSG00000242539_AC007620.2,ENSG00000242539,AC007620.2,antisense,2231
ENSG00000272699_AC007620.3,ENSG00000272699,AC007620.3,antisense,497
ENSG00000239255_AC007620.1,ENSG00000239255,AC007620.1,processed_pseudogene,25
ENSG00000181260_MTHFD2P7,ENSG00000181260,MTHFD2P7,processed_pseudogene,983
ENSG00000136518_ACTL6A,ENSG00000136518,ACTL6A,protein_coding,25529
ENSG00000272910_AC090425.2,ENSG00000272910,AC090425.2,antisense,501
ENSG00000272660_AC090425.1,ENSG00000272660,AC090425.1,antisense,140
ENSG00000136522_MRPL47,ENSG00000136522,MRPL47,protein_coding,16370
ENSG00000136521_NDUFB5,ENSG00000136521,NDUFB5,protein_coding,22958
ENSG00000239096_RF01210,ENSG00000239096,RF01210,snoRNA,104
ENSG00000243977_AC125604.1,ENSG00000243977,AC125604.1,processed_pseudogene,707
ENSG00000058056_USP13,ENSG00000058056,USP13,protein_coding,136647
ENSG00000114757_PEX5L,ENSG00000114757,PEX5L,protein_coding,242096
ENSG00000270178_AC007687.1,ENSG00000270178,AC007687.1,lincRNA,304
ENSG00000243799_PEX5L-AS1,ENSG00000243799,PEX5L-AS1,antisense,6234
ENSG00000244302_PEX5L-AS2,ENSG00000244302,PEX5L-AS2,antisense,23667
ENSG00000201822_RNA5SP149,ENSG00000201822,RNA5SP149,rRNA_pseudogene,92
ENSG00000282327_AC134503.1,ENSG00000282327,AC134503.1,processed_pseudogene,54
ENSG00000213158_GAPDHP36,ENSG00000213158,GAPDHP36,processed_pseudogene,918
ENSG00000239880_AC068760.1,ENSG00000239880,AC068760.1,processed_pseudogene,1953
ENSG00000241696_LINC02053,ENSG00000241696,LINC02053,lincRNA,8333
ENSG00000201810_RF00096,ENSG00000201810,RF00096,snoRNA,136
ENSG00000239774_AC125618.1,ENSG00000239774,AC125618.1,lincRNA,35218
ENSG00000199986_RNU6-486P,ENSG00000199986,RNU6-486P,snRNA,107
ENSG00000241946_AC068298.1,ENSG00000241946,AC068298.1,processed_pseudogene,161
ENSG00000163728_TTC14,ENSG00000163728,TTC14,protein_coding,15699
ENSG00000284862_CCDC39,ENSG00000284862,CCDC39,protein_coding,76643
ENSG00000145075_CCDC39,ENSG00000145075,CCDC39,protein_coding,256926
ENSG00000243187_CCDC39-AS1,ENSG00000243187,CCDC39-AS1,antisense,20366
ENSG00000285336_AC108734.4,ENSG00000285336,AC108734.4,lincRNA,163417
ENSG00000242811_RN7SL229P,ENSG00000242811,RN7SL229P,misc_RNA,299
ENSG00000242068_AC108734.3,ENSG00000242068,AC108734.3,processed_pseudogene,1165
ENSG00000241473_AC108734.2,ENSG00000241473,AC108734.2,processed_pseudogene,1069
ENSG00000239516_FLYWCH1P1,ENSG00000239516,FLYWCH1P1,processed_pseudogene,1874
ENSG00000114416_FXR1,ENSG00000114416,FXR1,protein_coding,114613
ENSG00000213157_AC108734.1,ENSG00000213157,AC108734.1,processed_pseudogene,399
ENSG00000205981_DNAJC19,ENSG00000205981,DNAJC19,protein_coding,6066
ENSG00000242808_SOX2-OT,ENSG00000242808,SOX2-OT,sense_overlapping,847119
ENSG00000242140_AC083904.1,ENSG00000242140,AC083904.1,processed_pseudogene,231
ENSG00000206932_RNU6-4P,ENSG00000206932,RNU6-4P,snRNA,107
ENSG00000237806_FAUP2,ENSG00000237806,FAUP2,processed_pseudogene,557
ENSG00000241231_AC022294.1,ENSG00000241231,AC022294.1,lincRNA,21429
ENSG00000235294_RPL7AP25,ENSG00000235294,RPL7AP25,processed_pseudogene,805
ENSG00000239381_AC125613.1,ENSG00000239381,AC125613.1,lincRNA,166435
ENSG00000276074_RF01951,ENSG00000276074,RF01951,misc_RNA,232
ENSG00000276690_RF01953,ENSG00000276690,RF01953,misc_RNA,276
ENSG00000181449_SOX2,ENSG00000181449,SOX2,protein_coding,2513
ENSG00000278026_RF01954,ENSG00000278026,RF01954,misc_RNA,109
ENSG00000266317_RN7SL703P,ENSG00000266317,RN7SL703P,misc_RNA,302
ENSG00000199839_RNA5SP150,ENSG00000199839,RNA5SP150,rRNA,119
ENSG00000285546_AC007547.3,ENSG00000285546,AC007547.3,rRNA_pseudogene,119
ENSG00000239805_AC007547.2,ENSG00000239805,AC007547.2,processed_pseudogene,360
ENSG00000213155_AC007547.1,ENSG00000213155,AC007547.1,processed_pseudogene,804
ENSG00000242512_LINC01206,ENSG00000242512,LINC01206,lincRNA,58336
ENSG00000252257_RN7SKP265,ENSG00000252257,RN7SKP265,misc_RNA,223
ENSG00000240478_AC012081.1,ENSG00000240478,AC012081.1,lincRNA,20254
ENSG00000242012_AC084211.1,ENSG00000242012,AC084211.1,lincRNA,3110
ENSG00000241098_LINC01994,ENSG00000241098,LINC01994,lincRNA,39395
ENSG00000244199_EIF4EP3,ENSG00000244199,EIF4EP3,processed_pseudogene,656
ENSG00000244247_LINC01995,ENSG00000244247,LINC01995,lincRNA,8861
ENSG00000228766_RPL7L1P8,ENSG00000228766,RPL7L1P8,processed_pseudogene,741
ENSG00000238837_LINC02031,ENSG00000238837,LINC02031,lincRNA,11667
ENSG00000243378_AC083801.1,ENSG00000243378,AC083801.1,processed_pseudogene,358
ENSG00000260377_AC083801.2,ENSG00000260377,AC083801.2,lincRNA,1180
ENSG00000240063_AC069431.1,ENSG00000240063,AC069431.1,antisense,10159
ENSG00000058063_ATP11B,ENSG00000058063,ATP11B,protein_coding,128136
ENSG00000270554_AC069431.2,ENSG00000270554,AC069431.2,processed_pseudogene,1099
ENSG00000273261_AC092953.2,ENSG00000273261,AC092953.2,antisense,699
ENSG00000043093_DCUN1D1,ENSG00000043093,DCUN1D1,protein_coding,47880
ENSG00000244346_AC092953.1,ENSG00000244346,AC092953.1,processed_pseudogene,5525
ENSG00000078070_MCCC1,ENSG00000078070,MCCC1,protein_coding,100858
ENSG00000243368_MCCC1-AS1,ENSG00000243368,MCCC1-AS1,antisense,1554
ENSG00000078081_LAMP3,ENSG00000078081,LAMP3,protein_coding,41627
ENSG00000053524_MCF2L2,ENSG00000053524,MCF2L2,protein_coding,250736
ENSG00000176597_B3GNT5,ENSG00000176597,B3GNT5,protein_coding,45261
ENSG00000202502_RNA5SP151,ENSG00000202502,RNA5SP151,rRNA_pseudogene,117
ENSG00000240024_LINC00888,ENSG00000240024,LINC00888,transcribed_unprocessed_pseudogene,8406
ENSG00000201229_SNORA63D,ENSG00000201229,SNORA63D,snoRNA,132
ENSG00000253092_RF01241,ENSG00000253092,RF01241,snoRNA,198
ENSG00000199363_RF00092,ENSG00000199363,RF00092,snoRNA,131
ENSG00000251730_RF00394,ENSG00000251730,RF00394,snoRNA,135
ENSG00000271682_AC092960.1,ENSG00000271682,AC092960.1,processed_pseudogene,351
ENSG00000172578_KLHL6,ENSG00000172578,KLHL6,protein_coding,68159
ENSG00000242522_KLHL6-AS1,ENSG00000242522,KLHL6-AS1,antisense,3592
ENSG00000243584_AC068769.1,ENSG00000243584,AC068769.1,processed_pseudogene,3123
ENSG00000114796_KLHL24,ENSG00000114796,KLHL24,protein_coding,48910
ENSG00000163872_YEATS2,ENSG00000163872,YEATS2,protein_coding,114808
ENSG00000233885_YEATS2-AS1,ENSG00000233885,YEATS2-AS1,antisense,4327
ENSG00000283765_AC131160.1,ENSG00000283765,AC131160.1,protein_coding,69322
ENSG00000180834_MAP6D1,ENSG00000180834,MAP6D1,protein_coding,9719
ENSG00000175193_PARL,ENSG00000175193,PARL,protein_coding,55663
ENSG00000234371_RPSAP31,ENSG00000234371,RPSAP31,transcribed_processed_pseudogene,3526
ENSG00000263932_MIR4448,ENSG00000263932,MIR4448,miRNA,86
ENSG00000233441_CYP2AB1P,ENSG00000233441,CYP2AB1P,transcribed_unitary_pseudogene,15037
ENSG00000114770_ABCC5,ENSG00000114770,ABCC5,protein_coding,98082
ENSG00000223882_ABCC5-AS1,ENSG00000223882,ABCC5-AS1,antisense,5082
ENSG00000223529_EEF1A1P8,ENSG00000223529,EEF1A1P8,processed_pseudogene,1388
ENSG00000186090_HTR3D,ENSG00000186090,HTR3D,protein_coding,7826
ENSG00000178084_HTR3C,ENSG00000178084,HTR3C,protein_coding,7625
ENSG00000233576_AC131235.2,ENSG00000233576,AC131235.2,unprocessed_pseudogene,7441
ENSG00000207351_RF00019,ENSG00000207351,RF00019,misc_RNA,113
ENSG00000238020_HTR3E-AS1,ENSG00000238020,HTR3E-AS1,antisense,10061
ENSG00000186038_HTR3E,ENSG00000186038,HTR3E,protein_coding,9932
ENSG00000205955_HSP90AA5P,ENSG00000205955,HSP90AA5P,transcribed_processed_pseudogene,2547
ENSG00000273181_AC131235.4,ENSG00000273181,AC131235.4,lincRNA,620
ENSG00000272721_AC131235.3,ENSG00000272721,AC131235.3,antisense,1220
ENSG00000145191_EIF2B5,ENSG00000145191,EIF2B5,protein_coding,11075
ENSG00000228205_AC131235.1,ENSG00000228205,AC131235.1,processed_pseudogene,732
ENSG00000161202_DVL3,ENSG00000161202,DVL3,protein_coding,18304
ENSG00000161203_AP2M1,ENSG00000161203,AP2M1,protein_coding,9403
ENSG00000161204_ABCF3,ENSG00000161204,ABCF3,protein_coding,7990
ENSG00000145198_VWA5B2,ENSG00000145198,VWA5B2,protein_coding,11901
ENSG00000221120_MIR1224,ENSG00000221120,MIR1224,miRNA,85
ENSG00000214160_ALG3,ENSG00000214160,ALG3,protein_coding,7248
ENSG00000284753_EEF1AKMT4,ENSG00000284753,EEF1AKMT4,protein_coding,9936
ENSG00000284917_EEF1AKMT4-ECE2,ENSG00000284917,EEF1AKMT4-ECE2,protein_coding,43337
ENSG00000163888_CAMK2N2,ENSG00000163888,CAMK2N2,protein_coding,2251
ENSG00000145194_ECE2,ENSG00000145194,ECE2,protein_coding,17021
ENSG00000175166_PSMD2,ENSG00000175166,PSMD2,protein_coding,10346
ENSG00000114867_EIF4G1,ENSG00000114867,EIF4G1,protein_coding,20864
ENSG00000212158_SNORD66,ENSG00000212158,SNORD66,snoRNA,76
ENSG00000175182_FAM131A,ENSG00000175182,FAM131A,protein_coding,12496
ENSG00000114859_CLCN2,ENSG00000114859,CLCN2,protein_coding,15467
ENSG00000163882_POLR2H,ENSG00000163882,POLR2H,protein_coding,6879
ENSG00000090534_THPO,ENSG00000090534,THPO,protein_coding,10034
ENSG00000090539_CHRD,ENSG00000090539,CHRD,protein_coding,10664
ENSG00000224153_LINC02054,ENSG00000224153,LINC02054,lincRNA,58102
ENSG00000283625_AC128714.1,ENSG00000283625,AC128714.1,unprocessed_pseudogene,887
ENSG00000227509_LINC01839,ENSG00000227509,LINC01839,lincRNA,3287
ENSG00000230215_LINC01840,ENSG00000230215,LINC01840,antisense,10205
ENSG00000182580_EPHB3,ENSG00000182580,EPHB3,protein_coding,20626
ENSG00000177383_MAGEF1,ENSG00000177383,MAGEF1,protein_coding,1636
ENSG00000272970_AC107294.2,ENSG00000272970,AC107294.2,lincRNA,4875
ENSG00000273403_AC107294.3,ENSG00000273403,AC107294.3,lincRNA,526
ENSG00000272922_AC107294.1,ENSG00000272922,AC107294.1,lincRNA,467
ENSG00000229433_LINC02069,ENSG00000229433,LINC02069,lincRNA,16767
ENSG00000156931_VPS8,ENSG00000156931,VPS8,protein_coding,240472
ENSG00000187068_C3orf70,ENSG00000187068,C3orf70,protein_coding,74965
ENSG00000223358_EHHADH-AS1,ENSG00000223358,EHHADH-AS1,antisense,29085
ENSG00000113790_EHHADH,ENSG00000113790,EHHADH,protein_coding,91367
ENSG00000229704_EIF2S2P2,ENSG00000229704,EIF2S2P2,processed_pseudogene,982
ENSG00000264614_MIR5588,ENSG00000264614,MIR5588,miRNA,63
ENSG00000073803_MAP3K13,ENSG00000073803,MAP3K13,protein_coding,206157
ENSG00000229638_RPL4P4,ENSG00000229638,RPL4P4,processed_pseudogene,1284
ENSG00000163900_TMEM41A,ENSG00000163900,TMEM41A,protein_coding,22562
ENSG00000163898_LIPH,ENSG00000163898,LIPH,protein_coding,46352
ENSG00000163904_SENP2,ENSG00000163904,SENP2,protein_coding,51056
ENSG00000236489_AC133473.1,ENSG00000236489,AC133473.1,processed_pseudogene,299
ENSG00000073792_IGF2BP2,ENSG00000073792,IGF2BP2,protein_coding,181318
ENSG00000163915_IGF2BP2-AS1,ENSG00000163915,IGF2BP2-AS1,antisense,17260
ENSG00000265470_MIR548AQ,ENSG00000265470,MIR548AQ,miRNA,58
ENSG00000136527_TRA2B,ENSG00000136527,TRA2B,protein_coding,22231
ENSG00000171658_NMRAL2P,ENSG00000171658,NMRAL2P,transcribed_unprocessed_pseudogene,20930
ENSG00000244405_ETV5,ENSG00000244405,ETV5,protein_coding,64011
ENSG00000277118_RF00017,ENSG00000277118,RF00017,misc_RNA,286
ENSG00000234197_ETV5-AS1,ENSG00000234197,ETV5-AS1,antisense,1778
ENSG00000058866_DGKG,ENSG00000058866,DGKG,protein_coding,256570
ENSG00000234548_LINC02020,ENSG00000234548,LINC02020,lincRNA,10352
ENSG00000224406_LINC02052,ENSG00000224406,LINC02052,lincRNA,38680
ENSG00000226859_LINC02051,ENSG00000226859,LINC02051,lincRNA,1644
ENSG00000213139_CRYGS,ENSG00000213139,CRYGS,protein_coding,8262
ENSG00000113838_TBCCD1,ENSG00000113838,TBCCD1,protein_coding,24471
ENSG00000090520_DNAJB11,ENSG00000090520,DNAJB11,protein_coding,18398
ENSG00000197099_AC068631.1,ENSG00000197099,AC068631.1,antisense,193511
ENSG00000283149_AC068631.2,ENSG00000283149,AC068631.2,protein_coding,15109
ENSG00000283390_AC068631.3,ENSG00000283390,AC068631.3,processed_pseudogene,225
ENSG00000145192_AHSG,ENSG00000145192,AHSG,protein_coding,8396
ENSG00000275696_RF00017,ENSG00000275696,RF00017,misc_RNA,276
ENSG00000090512_FETUB,ENSG00000090512,FETUB,protein_coding,17173
ENSG00000113905_HRG,ENSG00000113905,HRG,protein_coding,18025
ENSG00000225175_AC109780.1,ENSG00000225175,AC109780.1,unprocessed_pseudogene,5178
ENSG00000226724_AC109780.2,ENSG00000226724,AC109780.2,unprocessed_pseudogene,10055
ENSG00000113889_KNG1,ENSG00000113889,KNG1,protein_coding,27135
ENSG00000226652_PSMD10P2,ENSG00000226652,PSMD10P2,transcribed_processed_pseudogene,1358
ENSG00000207505_RNU6-1105P,ENSG00000207505,RNU6-1105P,snRNA,107
ENSG00000230951_GPS2P2,ENSG00000230951,GPS2P2,processed_pseudogene,888
ENSG00000263826_AC112907.3,ENSG00000263826,AC112907.3,antisense,2400
ENSG00000156976_EIF4A2,ENSG00000156976,EIF4A2,protein_coding,6696
ENSG00000238942_SNORD2,ENSG00000238942,SNORD2,snoRNA,69
ENSG00000200418_RF00092,ENSG00000200418,RF00092,snoRNA,123
ENSG00000283958_MIR1248,ENSG00000283958,MIR1248,miRNA,106
ENSG00000221420_SNORA81,ENSG00000221420,SNORA81,snoRNA,178
ENSG00000200320_SNORA63,ENSG00000200320,SNORA63,snoRNA,132
ENSG00000263776_SNORA4,ENSG00000263776,SNORA4,snoRNA,138
ENSG00000163918_RFC4,ENSG00000163918,RFC4,protein_coding,17179
ENSG00000231724_AC112907.1,ENSG00000231724,AC112907.1,antisense,10430
ENSG00000232233_LINC02043,ENSG00000232233,LINC02043,lincRNA,14642
ENSG00000231982_AC112907.2,ENSG00000231982,AC112907.2,unprocessed_pseudogene,789
ENSG00000181092_ADIPOQ,ENSG00000181092,ADIPOQ,protein_coding,15774
ENSG00000226482_ADIPOQ-AS1,ENSG00000226482,ADIPOQ-AS1,antisense,4238
ENSG00000223803_RPS20P14,ENSG00000223803,RPS20P14,processed_pseudogene,360
ENSG00000233565_AC007690.1,ENSG00000233565,AC007690.1,processed_pseudogene,468
ENSG00000073849_ST6GAL1,ENSG00000073849,ST6GAL1,protein_coding,148069
ENSG00000163923_RPL39L,ENSG00000163923,RPL39L,protein_coding,59961
ENSG00000198491_AC007920.1,ENSG00000198491,AC007920.1,antisense,10540
ENSG00000175077_RTP1,ENSG00000175077,RTP1,protein_coding,3980
ENSG00000127241_MASP1,ENSG00000127241,MASP1,protein_coding,74738
ENSG00000283175_AC007920.2,ENSG00000283175,AC007920.2,antisense,6662
ENSG00000136514_RTP4,ENSG00000136514,RTP4,protein_coding,3745
ENSG00000280270_AC068299.1,ENSG00000280270,AC068299.1,TEC,1749
ENSG00000239093_RF01210,ENSG00000239093,RF01210,snoRNA,105
ENSG00000228952_LINC02041,ENSG00000228952,LINC02041,lincRNA,606
ENSG00000157005_SST,ENSG00000157005,SST,protein_coding,1494
ENSG00000198471_RTP2,ENSG00000198471,RTP2,protein_coding,4299
ENSG00000228804_AC072022.1,ENSG00000228804,AC072022.1,antisense,31537
ENSG00000113916_BCL6,ENSG00000113916,BCL6,protein_coding,24351
ENSG00000285938_AC072022.2,ENSG00000285938,AC072022.2,antisense,2343
ENSG00000224049_AC108681.1,ENSG00000224049,AC108681.1,lincRNA,9072
ENSG00000236864_AC068295.1,ENSG00000236864,AC068295.1,lincRNA,13458
ENSG00000224187_LINC01991,ENSG00000224187,LINC01991,lincRNA,17633
ENSG00000225058_AC092941.1,ENSG00000225058,AC092941.1,lincRNA,6569
ENSG00000236412_AC092941.2,ENSG00000236412,AC092941.2,lincRNA,1707
ENSG00000234238_AC022498.1,ENSG00000234238,AC022498.1,lincRNA,39925
ENSG00000270959_LPP-AS2,ENSG00000270959,LPP-AS2,antisense,2852
ENSG00000145012_LPP,ENSG00000145012,LPP,protein_coding,737388
ENSG00000279891_FLJ42393,ENSG00000279891,FLJ42393,TEC,2270
ENSG00000224563_LPP-AS1,ENSG00000224563,LPP-AS1,antisense,6429
ENSG00000207651_MIR28,ENSG00000207651,MIR28,miRNA,86
ENSG00000234076_TPRG1-AS1,ENSG00000234076,TPRG1-AS1,lincRNA,5925
ENSG00000188001_TPRG1,ENSG00000188001,TPRG1,protein_coding,378091
ENSG00000236182_AC009319.1,ENSG00000236182,AC009319.1,processed_pseudogene,754
ENSG00000230115_TPRG1-AS2,ENSG00000230115,TPRG1-AS2,antisense,1909
ENSG00000073282_TP63,ENSG00000073282,TP63,protein_coding,265864
ENSG00000227971_AC078809.1,ENSG00000227971,AC078809.1,processed_pseudogene,140
ENSG00000216058_MIR944,ENSG00000216058,MIR944,miRNA,88
ENSG00000090530_P3H2,ENSG00000090530,P3H2,protein_coding,165710
ENSG00000230077_MTAPP2,ENSG00000230077,MTAPP2,processed_pseudogene,832
ENSG00000225764_P3H2-AS1,ENSG00000225764,P3H2-AS1,antisense,23883
ENSG00000212489_RNU6-1109P,ENSG00000212489,RNU6-1109P,snRNA,107
ENSG00000238077_NMNAT1P3,ENSG00000238077,NMNAT1P3,processed_pseudogene,888
ENSG00000163347_CLDN1,ENSG00000163347,CLDN1,protein_coding,16775
ENSG00000113946_CLDN16,ENSG00000113946,CLDN16,protein_coding,89603
ENSG00000198398_TMEM207,ENSG00000198398,TMEM207,protein_coding,21222
ENSG00000196083_IL1RAP,ENSG00000196083,IL1RAP,protein_coding,145700
ENSG00000231047_GCNT1P3,ENSG00000231047,GCNT1P3,processed_pseudogene,575
ENSG00000223117_RN7SKP296,ENSG00000223117,RN7SKP296,misc_RNA,341
ENSG00000273370_AC108747.1,ENSG00000273370,AC108747.1,lincRNA,535
ENSG00000228730_LINC02013,ENSG00000228730,LINC02013,lincRNA,926
ENSG00000232610_CCT6P4,ENSG00000232610,CCT6P4,processed_pseudogene,1589
ENSG00000214147_AC092952.1,ENSG00000214147,AC092952.1,processed_pseudogene,1209
ENSG00000205835_GMNC,ENSG00000205835,GMNC,protein_coding,39553
ENSG00000188729_OSTN,ENSG00000188729,OSTN,protein_coding,66375
ENSG00000233308_OSTN-AS1,ENSG00000233308,OSTN-AS1,antisense,21315
ENSG00000188958_UTS2B,ENSG00000188958,UTS2B,protein_coding,63369
ENSG00000152492_CCDC50,ENSG00000152492,CCDC50,protein_coding,69594
ENSG00000223812_AC073365.1,ENSG00000223812,AC073365.1,lincRNA,165572
ENSG00000253548_PYDC2,ENSG00000253548,PYDC2,protein_coding,294
ENSG00000201860_RF00019,ENSG00000201860,RF00019,misc_RNA,103
ENSG00000237653_AC026320.2,ENSG00000237653,AC026320.2,processed_pseudogene,478
ENSG00000232353_AC026320.1,ENSG00000232353,AC026320.1,lincRNA,6678
ENSG00000222583_RN7SKP222,ENSG00000222583,RN7SKP222,misc_RNA,315
ENSG00000114279_FGF12,ENSG00000114279,FGF12,protein_coding,628370
ENSG00000231383_FGF12-AS1,ENSG00000231383,FGF12-AS1,antisense,45061
ENSG00000230126_FGF12-AS2,ENSG00000230126,FGF12-AS2,antisense,1552
ENSG00000226709_FGF12-AS3,ENSG00000226709,FGF12-AS3,antisense,4568
ENSG00000238902_RF01210,ENSG00000238902,RF01210,snoRNA,104
ENSG00000200184_RNU1-20P,ENSG00000200184,RNU1-20P,snRNA,162
ENSG00000180611_MB21D2,ENSG00000180611,MB21D2,protein_coding,121347
ENSG00000232130_AC092966.1,ENSG00000232130,AC092966.1,lincRNA,32401
ENSG00000236229_VEZF1P1,ENSG00000236229,VEZF1P1,processed_pseudogene,1753
ENSG00000127252_HRASLS,ENSG00000127252,HRASLS,protein_coding,36614
ENSG00000187527_ATP13A5,ENSG00000187527,ATP13A5,protein_coding,104054
ENSG00000236508_ATP13A5-AS1,ENSG00000236508,ATP13A5-AS1,antisense,7119
ENSG00000127249_ATP13A4,ENSG00000127249,ATP13A4,protein_coding,191035
ENSG00000225473_ATP13A4-AS1,ENSG00000225473,ATP13A4-AS1,antisense,1876
ENSG00000236297_AC048351.1,ENSG00000236297,AC048351.1,transcribed_processed_pseudogene,14279
ENSG00000198836_OPA1,ENSG00000198836,OPA1,protein_coding,104680
ENSG00000224855_OPA1-AS1,ENSG00000224855,OPA1-AS1,antisense,8729
ENSG00000207370_RF00019,ENSG00000207370,RF00019,misc_RNA,113
ENSG00000243991_RN7SL447P,ENSG00000243991,RN7SL447P,misc_RNA,245
ENSG00000223986_AC069421.1,ENSG00000223986,AC069421.1,processed_pseudogene,323
ENSG00000229155_LINC02038,ENSG00000229155,LINC02038,lincRNA,1465
